target_entity_code,target_entity_type,target_entity_label,property,property_label,class,class_label,Gini,proportion,objects_number,facts_number,Gini_times_proportion,gini_calculation_method,time_to_get_result,sampling,queries_number,percentage,queries_number_per_record,rankk
Q100269041,classes,"anime television series season",P1441,"present in work",Q80447738,"anime character",0.31914893617021284,0.0205128,16,31,0.006546644844517186,model,0.03186460336049398,0,29,100,4,3
Q100269041,classes,"anime television series season",P1441,"present in work",Q15632617,"fictional human",0.3170731707317074,0.0179487,14,27,0.005691056910569106,model,0.03186460336049398,0,29,100,4,4
Q100269041,classes,"anime television series season",P1441,"present in work",Q1569167,"video game character",0.36,0.0102564,8,17,0.0036923076923076922,model,0.03186460336049398,0,29,100,4,5
Q100269041,classes,"anime television series season",P179,"part of the series",Q21191270,"television series episode",0.8604651162790703,0.00384615,3,40,0.003309481216457963,model,0.03186460336049398,0,29,100,4,6
Q100269041,classes,"anime television series season",P179,"part of the series",Q100269041,"anime television series season",0.6250000000000001,0.00384615,3,13,0.0024038461538461544,model,0.03186460336049398,0,29,100,4,7
Q100269041,classes,"anime television series season",P1441,"present in work",Q15711870,"animated character",0.6250000000000001,0.00384615,3,13,0.0024038461538461544,model,0.03186460336049398,0,29,100,4,8
Q100269041,classes,"anime television series season",P4908,season,Q12311300,"filler episode",0.866666666666667,0.0025641,2,28,0.002222222222222223,model,0.03186460336049398,0,29,100,4,9
Q100269041,classes,"anime television series season",P1441,"present in work",Q87576284,"manga character",0.08571428571428574,0.0205128,16,19,0.0017582417582417589,model,0.03186460336049398,0,29,100,4,10
Q100269041,classes,"anime television series season",P4908,season,Q106845592,"anime episode based on a manga",0.8181818181818181,0.00128205,1,10,0.001048951048951049,model,0.03186460336049398,0,29,100,4,11
Q100269041,classes,"anime television series season",P4908,season,Q106845483,"anime episode partially based on a manga",0.7142857142857141,0.00128205,1,6,0.0009157509157509155,model,0.03186460336049398,0,29,100,4,12
Q100269041,classes,"anime television series season",P4584,"first appearance",Q106080057,"Uma Musume",0.5,0.00128205,1,3,0.000641025641025641,model,0.03186460336049398,0,29,100,4,13
Q100269041,classes,"anime television series season",P4584,"first appearance",Q80447738,"anime character",0.5,0.00128205,1,3,0.000641025641025641,model,0.03186460336049398,0,29,100,4,14
Q100269041,classes,"anime television series season",P1855,"Wikidata property example",Q101081817,"Wikidata property to identify anime television shows, episodes and films",0.14285714285714285,0.00384615,3,4,0.0005494505494505495,model,0.03186460336049398,0,29,100,4,15
Q100269041,classes,"anime television series season",P629,"edition or translation of",Q21112633,"translated edition",0.3333333333333333,0.00128205,1,2,0.00042735042735042735,model,0.03186460336049398,0,29,100,4,16
Q1002697,classes,periodical,P108,employer,Q5,human,0.5262974573319402,0.0190008,1360,4382,0.010000063456625666,model,1.6113863229751586,0,238,100,4,1
Q1002697,classes,periodical,P2860,"cites work",Q13442814,"scholarly article",0.7892425905598244,0.00536493,384,3260,0.004234228718774066,model,1.6113863229751586,0,238,100,4,2
Q1002697,classes,periodical,P1343,"described by source",Q5,human,0.8494768815389805,0.00311557,223,2740,0.002646604233027728,model,1.6113863229751586,0,238,100,4,3
Q1002697,classes,periodical,P6872,"has written for",Q5,human,0.4996505939902165,0.00500168,358,1073,0.0024990906539691725,model,1.6113863229751586,0,238,100,4,4
Q1002697,classes,periodical,P2860,"cites work",Q7318358,"review article",0.6242661448140902,0.00134123,96,415,0.0008372855412729498,model,1.6113863229751586,0,238,100,4,5
Q1002697,classes,periodical,P921,"main subject",Q13442814,"scholarly article",0.7839721254355398,0.000866212,62,512,0.0006790861710210611,model,1.6113863229751586,0,238,100,4,6
Q1002697,classes,periodical,P3919,"contributed to creative work",Q5,human,0.2537313432835821,0.00209567,150,252,0.0005317383130174543,model,1.6113863229751586,0,238,100,4,7
Q1002697,classes,periodical,P629,"edition or translation of",Q3331189,"version, edition or translation",0.9789272030651338,0.000461048,33,3099,0.0004513328168820473,model,1.6113863229751586,0,238,100,4,8
Q1002697,classes,periodical,P2860,"cites work",Q13433827,"encyclopedia article",0.8658536585365858,0.000461048,33,459,0.00039920044053463915,model,1.6113863229751586,0,238,100,4,9
Q1002697,classes,periodical,P2860,"cites work",Q19389637,"biographical article",0.943609022556391,0.000419135,30,1034,0.00039549947854995715,model,1.6113863229751586,0,238,100,4,10
Q1002697,classes,periodical,P123,publisher,Q3331189,"version, edition or translation",0.6599190283400811,0.000586789,42,205,0.00038723313946411377,model,1.6113863229751586,0,238,100,4,11
Q1002697,classes,periodical,P921,"main subject",Q191067,article,0.5102040816326531,0.000670616,48,148,0.0003421509433101507,model,1.6113863229751586,0,238,100,4,12
Q1002697,classes,periodical,P179,"part of the series",Q3331189,"version, edition or translation",0.6739130434782606,0.000419135,30,154,0.00028246047983049934,model,1.6113863229751586,0,238,100,4,13
Q1002697,classes,periodical,P971,"category combines topics",Q4167836,"Wikimedia category",0.3114754098360656,0.000586789,42,80,0.00018277030307805347,model,1.6113863229751586,0,238,100,4,14
Q1002697,classes,periodical,P179,"part of the series",Q28869365,issue,0.7073170731707318,0.000251481,18,105,0.0001778767647964845,model,1.6113863229751586,0,238,100,4,15
Q1002697,classes,periodical,P123,publisher,Q7725634,"literary work",0.4375,0.000377221,27,69,0.0001650343690622555,model,1.6113863229751586,0,238,100,4,16
Q1002697,classes,periodical,P2860,"cites work",Q3331189,"version, edition or translation",0.22580645161290325,0.000670616,48,76,0.00015142938523275058,model,1.6113863229751586,0,238,100,4,17
Q1002697,classes,periodical,P179,"part of the series",Q1238720,volume,0.7543859649122804,0.000195596,14,100,0.0001475550954058892,model,1.6113863229751586,0,238,100,4,18
Q1002697,classes,periodical,P8875,"indexed in bibliographic review",Q5633421,"scientific journal",0.9976159256168792,0.000139712,10,8379,0.00013937855225450976,model,1.6113863229751586,0,238,100,4,19
Q1002697,classes,periodical,P1416,affiliation,Q5,human,0.2222222222222222,0.000586789,42,66,0.0001303975261726463,model,1.6113863229751586,0,238,100,4,20
Q100349043,classes,"space instrument",P921,"main subject",Q13442814,"scholarly article",0.5533980582524273,0.148387,46,160,0.08211713122455372,model,0.03012008269627889,0,46,100,4,1
Q100349043,classes,"space instrument",P4510,"describes a project that uses",Q13442814,"scholarly article",0.9701492537313434,0.0193548,6,396,0.018777082330284068,model,0.03012008269627889,0,46,100,4,2
Q100349043,classes,"space instrument",P170,creator,Q5227330,"data pack",0.8108108108108107,0.0225806,7,67,0.018308631211857017,model,0.03012008269627889,0,46,100,4,3
Q100349043,classes,"space instrument",P921,"main subject",Q3099732,"technical report",0.7777777777777779,0.0193548,6,48,0.015053763440860218,model,0.03012008269627889,0,46,100,4,4
Q100349043,classes,"space instrument",P921,"main subject",Q23927052,"conference paper",0.6923076923076922,0.0193548,6,33,0.013399503722084365,model,0.03012008269627889,0,46,100,4,5
Q100349043,classes,"space instrument",P1344,"participant in",Q5,human,0.4117647058823529,0.0322581,10,24,0.013282732447817835,model,0.03012008269627889,0,46,100,4,6
Q100349043,classes,"space instrument",P1535,"used by",Q4811658,"astronomical filter",0.8709677419354833,0.0129032,4,58,0.011238293444328817,model,0.03012008269627889,0,46,100,4,7
Q100349043,classes,"space instrument",P921,"main subject",Q58632367,"scholarly conference abstract",0.5384615384615383,0.00967742,3,10,0.005210918114143919,model,0.03012008269627889,0,46,100,4,8
Q100349043,classes,"space instrument",P101,"field of work",Q5,human,0.3333333333333333,0.00967742,3,6,0.0032258064516129032,model,0.03012008269627889,0,46,100,4,9
Q100349043,classes,"space instrument",P1535,"used by",Q835032,coronagraph,0.6000000000000002,0.00322581,1,4,0.0019354838709677426,model,0.03012008269627889,0,46,100,4,10
Q100349043,classes,"space instrument",P4510,"describes a project that uses",Q2352616,catalogue,0.5,0.00322581,1,3,0.0016129032258064516,model,0.03012008269627889,0,46,100,4,11
Q100349043,classes,"space instrument",P921,"main subject",Q603773,lecture,0.14285714285714285,0.00967742,3,4,0.0013824884792626728,model,0.03012008269627889,0,46,100,4,12
Q100349043,classes,"space instrument",P361,"part of",Q149918,"communications satellite",0.3333333333333333,0.00322581,1,2,0.001075268817204301,model,0.03012008269627889,0,46,100,4,13
Q100349043,classes,"space instrument",P4510,"describes a project that uses",Q7318358,"review article",0.3333333333333333,0.00322581,1,2,0.001075268817204301,model,0.03012008269627889,0,46,100,4,14
Q100349043,classes,"space instrument",P170,creator,Q235557,"file format",0.3333333333333333,0.00322581,1,2,0.001075268817204301,model,0.03012008269627889,0,46,100,4,15
Q1004,classes,comics,P1441,"present in work",Q1114461,"comics character",0.2523364485981309,0.0162503,80,134,0.004100531360522136,model,0.04841227134068807,0,42,100,4,1
Q1004,classes,comics,P1441,"present in work",Q15632617,"fictional human",0.2366412213740458,0.0101564,50,81,0.0024034249580951227,model,0.04841227134068807,0,42,100,4,2
Q1004,classes,comics,P1441,"present in work",Q73502689,"Teenage Mutant Ninja Turtles character",0.27272727272727276,0.00243754,12,21,0.0006647831145088916,model,0.04841227134068807,0,42,100,4,3
Q1004,classes,comics,P4584,"first appearance",Q1114461,"comics character",0.19047619047619047,0.00345318,17,25,0.0006577483725564164,model,0.04841227134068807,0,42,100,4,4
Q1004,classes,comics,P1441,"present in work",Q95074,"fictional character",0.2222222222222222,0.00284379,14,22,0.0006319543187306746,model,0.04841227134068807,0,42,100,4,5
Q1004,classes,comics,P1441,"present in work",Q20085850,"fictional vigilante",0.44000000000000006,0.0014219,7,18,0.0006256347755433679,model,0.04841227134068807,0,42,100,4,6
Q1004,classes,comics,P4584,"first appearance",Q73502689,"Teenage Mutant Ninja Turtles character",0.25925925925925924,0.00203128,10,17,0.0005266285989422288,model,0.04841227134068807,0,42,100,4,7
Q1004,classes,comics,P629,"edition or translation of",Q3331189,"version, edition or translation",0.10638297872340426,0.00426569,21,26,0.0004537969841948993,model,0.04841227134068807,0,42,100,4,8
Q1004,classes,comics,P179,"part of the series",Q1004,comics,0.5384615384615383,0.000609385,3,10,0.00032813012703323483,model,0.04841227134068807,0,42,100,4,9
Q1004,classes,comics,P4584,"first appearance",Q15632617,"fictional human",0.14285714285714285,0.00182815,9,12,0.0002611647949856359,model,0.04841227134068807,0,42,100,4,10
Q1004,classes,comics,P4584,"first appearance",Q73755406,human,0.11111111111111109,0.00162503,8,10,0.00018055837678019273,model,0.04841227134068807,0,42,100,4,11
Q1004,classes,comics,P4584,"first appearance",Q89349539,"anthropomorphic frog or toad",0.42857142857142844,0.000406256,2,5,0.00017410986332375725,model,0.04841227134068807,0,42,100,4,12
Q1004,classes,comics,P179,"part of the series",Q80797877,"Teenage Mutant Hero Turtles comic",0.6666666666666666,0.000203128,1,5,0.00013541878258514455,model,0.04841227134068807,0,42,100,4,13
Q1004,classes,comics,P6977,"review of",Q13442814,"scholarly article",0.3333333333333333,0.000406256,2,4,0.00013541878258514455,model,0.04841227134068807,0,42,100,4,14
Q1004,classes,comics,P179,"part of the series",Q3496994,"Star Trek comic",0.6000000000000002,0.000203128,1,4,0.00012187690432663015,model,0.04841227134068807,0,42,100,4,15
Q1004,classes,comics,P6977,"review of",Q30070590,"magazine article",0.5,0.000203128,1,3,0.00010156408693885842,model,0.04841227134068807,0,42,100,4,16
Q1004,classes,comics,P31,"instance of",Q5792893,NULL,0.5,0.000203128,1,3,0.00010156408693885842,model,0.04841227134068807,0,42,100,4,17
Q1004,classes,comics,P1433,"published in",Q838795,"comic strip",0.20000000000000004,0.000406256,2,3,0.00008125126955108676,model,0.04841227134068807,0,42,100,4,18
Q1004,classes,comics,P361,"part of",Q1004,comics,0.20000000000000004,0.000406256,2,3,0.00008125126955108676,model,0.04841227134068807,0,42,100,4,19
Q1004,classes,comics,P108,employer,Q5,human,0.20000000000000004,0.000406256,2,3,0.00008125126955108676,model,0.04841227134068807,0,42,100,4,20
Q100532807,classes,"Irish Statutory Instrument",P2567,"amended by",Q91586285,"Act of the Oireachtas",0.1920032474122184,0.227655,7962,11746,0.04371046651501352,model,0.050759164492289226,0,7,100,4,1
Q100532807,classes,"Irish Statutory Instrument",P457,"foundational text",Q100532807,"Irish Statutory Instrument",0.22274881516587677,0.0093784,328,516,0.0020890264589239886,model,0.050759164492289226,0,7,100,4,2
Q1006573,classes,"Swiss Federal Council election",P3602,"candidacy in election",Q5,human,0.5625,0.112903,7,25,0.06350806451612903,model,0.0374955693880717,0,7,100,4,1
Q1006573,classes,"Swiss Federal Council election",P361,"part of",Q1006573,"Swiss Federal Council election",0.20000000000000004,0.0322581,2,3,0.006451612903225807,model,0.0374955693880717,0,7,100,4,2
Q1006573,classes,"Swiss Federal Council election",P361,"part of",Q24097670,"voting round",0.3333333333333333,0.016129,1,2,0.005376344086021505,model,0.0374955693880717,0,7,100,4,3
Q1007870,classes,"art gallery",P1875,"represented by",Q5,human,0.8719465158138342,0.073473,249,3640,0.06406452712825161,model,0.07644229729970296,0,162,100,4,1
Q1007870,classes,"art gallery",P195,collection,Q3305213,painting,0.9871276204486948,0.0413101,140,21612,0.04077836142307975,model,0.07644229729970296,0,162,100,4,2
Q1007870,classes,"art gallery",P127,"owned by",Q3305213,painting,0.7259430331023866,0.0525229,178,1121,0.03812861017769986,model,0.07644229729970296,0,162,100,4,3
Q1007870,classes,"art gallery",P6379,"has works in the collection",Q5,human,0.9695306066428768,0.032753,111,7175,0.03175505970414852,model,0.07644229729970296,0,162,100,4,4
Q1007870,classes,"art gallery",P276,location,Q3305213,painting,0.9906935736677118,0.0280319,95,20321,0.027770991294904873,model,0.07644229729970296,0,162,100,4,5
Q1007870,classes,"art gallery",P276,location,Q667276,"art exhibition",0.4505862646566165,0.0483919,164,433,0.021804705636968163,model,0.07644229729970296,0,162,100,4,6
Q1007870,classes,"art gallery",P276,location,Q29023906,"temporary exhibition",0.9003690036900369,0.0159339,54,1030,0.014346393095090585,model,0.07644229729970296,0,162,100,4,7
Q1007870,classes,"art gallery",P276,location,Q464980,exhibition,0.7867132867132869,0.0179994,61,511,0.014160374886252729,model,0.07644229729970296,0,162,100,4,8
Q1007870,classes,"art gallery",P108,employer,Q5,human,0.20212765957446807,0.0663913,225,339,0.01341951118449552,model,0.07644229729970296,0,162,100,4,9
Q1007870,classes,"art gallery",P664,organizer,Q667276,"art exhibition",0.4921875,0.0191797,65,191,0.00944000811448805,model,0.07644229729970296,0,162,100,4,10
Q1007870,classes,"art gallery",P1416,affiliation,Q5,human,0.9446366782006922,0.00472116,16,562,0.004459777766660099,model,0.07644229729970296,0,162,100,4,11
Q1007870,classes,"art gallery",P180,depicts,Q5707594,"news article",0.23741007194244607,0.0156388,53,86,0.003712816114768263,model,0.07644229729970296,0,162,100,4,12
Q1007870,classes,"art gallery",P463,"member of",Q5,human,0.7043478260869565,0.00501623,17,98,0.0035331699744698317,model,0.07644229729970296,0,162,100,4,13
Q1007870,classes,"art gallery",P195,collection,Q860861,sculpture,0.5434782608695653,0.00619652,21,71,0.003367672905948915,model,0.07644229729970296,0,162,100,4,14
Q1007870,classes,"art gallery",P69,"educated at",Q5,human,0.9839181286549709,0.0032458,11,1357,0.0031935967586912595,model,0.07644229729970296,0,162,100,4,15
Q1007870,classes,"art gallery",P195,collection,Q838948,"work of art",0.7407407407407409,0.00413101,14,94,0.0030600089614548167,model,0.07644229729970296,0,162,100,4,16
Q1007870,classes,"art gallery",P195,collection,Q93184,drawing,0.9242424242424243,0.00295072,10,254,0.0027271833114264512,model,0.07644229729970296,0,162,100,4,17
Q1007870,classes,"art gallery",P664,organizer,Q464980,exhibition,0.9589041095890413,0.00265565,9,429,0.002546514306964111,model,0.07644229729970296,0,162,100,4,18
Q1007870,classes,"art gallery",P123,publisher,Q11060274,print,0.6875000000000002,0.00295072,10,54,0.002028622012393037,model,0.07644229729970296,0,162,100,4,19
Q1007870,classes,"art gallery",P50,author,Q47114558,"art catalog",0.6296296296296298,0.00295072,10,44,0.0018578625837404241,model,0.07644229729970296,0,162,100,4,20
Q100942530,classes,"Alfie Atkins book",P1441,"present in work",Q3658341,"literary character",0.20000000000000004,0.461538,12,18,0.09230769230769233,model,0.023877596855163573,0,14,100,4,1
Q100942530,classes,"Alfie Atkins book",P1441,"present in work",Q15632617,"fictional human",0.23076923076923078,0.384615,10,16,0.08875739644970415,model,0.023877596855163573,0,14,100,4,2
Q100942530,classes,"Alfie Atkins book",P1441,"present in work",Q15773317,"television character",0.20000000000000004,0.384615,10,15,0.07692307692307694,model,0.023877596855163573,0,14,100,4,3
Q100942530,classes,"Alfie Atkins book",P1441,"present in work",Q15711870,"animated character",0.23809523809523808,0.307692,8,13,0.07326007326007326,model,0.023877596855163573,0,14,100,4,4
Q100942530,classes,"Alfie Atkins book",P4584,"first appearance",Q3658341,"literary character",0.16666666666666666,0.384615,10,14,0.0641025641025641,model,0.023877596855163573,0,14,100,4,5
Q100942530,classes,"Alfie Atkins book",P4584,"first appearance",Q15632617,"fictional human",0.20000000000000004,0.307692,8,12,0.061538461538461556,model,0.023877596855163573,0,14,100,4,6
Q100942530,classes,"Alfie Atkins book",P4584,"first appearance",Q15773317,"television character",0.15789473684210525,0.307692,8,11,0.048582995951417005,model,0.023877596855163573,0,14,100,4,7
Q100942530,classes,"Alfie Atkins book",P4584,"first appearance",Q15711870,"animated character",0.17647058823529413,0.269231,7,10,0.04751131221719457,model,0.023877596855163573,0,14,100,4,8
Q100942530,classes,"Alfie Atkins book",P4584,"first appearance",Q100911597,"fictional young boy",0.09090909090909088,0.192308,5,6,0.01748251748251748,model,0.023877596855163573,0,14,100,4,9
Q100942530,classes,"Alfie Atkins book",P1441,"present in work",Q100911597,"fictional young boy",0.11111111111111109,0.153846,4,5,0.017094017094017092,model,0.023877596855163573,0,14,100,4,10
Q101251494,classes,star,P166,"award received",Q5,human,0.9943046986236357,0.857143,12,4202,0.8522611702488305,model,0.04643692175547282,0,14,100,4,1
Q101251494,classes,star,P166,"award received",Q15632617,"fictional human",0.5,0.142857,2,6,0.07142857142857142,model,0.04643692175547282,0,14,100,4,2
Q101251494,classes,star,P3729,"next lower rank",Q18328097,"courage award",0.42857142857142844,0.142857,2,5,0.061224489795918345,model,0.04643692175547282,0,14,100,4,3
Q101251494,classes,star,P3729,"next lower rank",Q131647,medallion,0.25,0.214286,3,5,0.05357142857142857,model,0.04643692175547282,0,14,100,4,4
Q101251494,classes,star,P166,"award received",Q15773317,"television character",0.3333333333333333,0.142857,2,4,0.047619047619047616,model,0.04643692175547282,0,14,100,4,5
Q101251494,classes,star,P3729,"next lower rank",Q618779,award,0.11111111111111109,0.285714,4,5,0.03174603174603174,model,0.04643692175547282,0,14,100,4,6
Q101251494,classes,star,P166,"award received",Q20085850,"fictional vigilante",0.20000000000000004,0.142857,2,3,0.028571428571428574,model,0.04643692175547282,0,14,100,4,7
Q101251494,classes,star,P166,"award received",Q3658341,"literary character",0.20000000000000004,0.142857,2,3,0.028571428571428574,model,0.04643692175547282,0,14,100,4,8
Q101251494,classes,star,P3729,"next lower rank",Q1788716,"military decoration",0.20000000000000004,0.142857,2,3,0.028571428571428574,model,0.04643692175547282,0,14,100,4,9
Q101352,classes,"family name",P460,"said to be the same as",Q101352,"family name",0.45549802930634337,0.063868,39649,105985,0.029091748922298485,model,2.0494924545288087,1,165,75,4,1
Q101352,classes,"family name",P1950,"second family name in Spanish name",Q5,human,0.6644142825356303,0.02308,14328,71063,0.015334711950738263,model,2.0494924545288087,1,165,75,4,2
Q101352,classes,"family name",P460,"said to be the same as",Q98775491,"family name named after given name",0.46398210290827735,0.00482445,2995,8180,0.002238459007806575,model,2.0494924545288087,1,165,75,4,3
Q101352,classes,"family name",P460,"said to be the same as",Q11455398,"patronymic family name",0.4835624626419604,0.00278352,1728,4964,0.0013460072800812305,model,2.0494924545288087,1,165,75,4,4
Q101352,classes,"family name",P735,"given name",Q5,human,0.41850490196078416,0.00305737,1898,4630,0.001279522264836707,model,2.0494924545288087,1,165,75,4,5
Q101352,classes,"family name",P527,"has part(s)",Q101352,"family name",0.14556099125832062,0.00858092,5327,7142,0.001249047030639814,model,2.0494924545288087,1,165,75,4,6
Q101352,classes,"family name",P460,"said to be the same as",Q829026,"occupational surname",0.3207383279044517,0.00251935,1564,3041,0.0008080508650870214,model,2.0494924545288087,1,165,75,4,7
Q101352,classes,"family name",P527,"has part(s)",Q29042997,"double family name",0.13849600896233022,0.00495493,3076,4065,0.0006862378681050261,model,2.0494924545288087,1,165,75,4,8
Q101352,classes,"family name",P460,"said to be the same as",Q333021,Übername,0.35097323600973246,0.00171876,1067,2221,0.0006032391362418323,model,2.0494924545288087,1,165,75,4,9
Q101352,classes,"family name",P6978,"Scandinavian middle family name",Q5,human,0.20532843362425357,0.00278674,1730,2624,0.0005721979364718179,model,2.0494924545288087,1,165,75,4,10
Q101352,classes,"family name",P527,"has part(s)",Q106319018,"hyphenated family name",0.14248752541119938,0.00373714,2320,3091,0.0005324954718683474,model,2.0494924545288087,1,165,75,4,11
Q101352,classes,"family name",P9139,"first family name in Portuguese name",Q5,human,0.4342883128694862,0.00100194,622,1577,0.0004351305913775547,model,2.0494924545288087,1,165,75,4,12
Q101352,classes,"family name",P53,family,Q5,human,0.45036764705882354,0.00048164,299,789,0.0002169149389986215,model,2.0494924545288087,1,165,75,4,13
Q101352,classes,"family name",P361,"part of",Q101352,"family name",0.20373831775700937,0.00102932,639,966,0.00020971266736050003,model,2.0494924545288087,1,165,75,4,14
Q101352,classes,"family name",P921,"main subject",Q13442814,"scholarly article",0.656529516994633,0.00030928,192,926,0.00020305167440345866,model,2.0494924545288087,1,165,75,4,15
Q101352,classes,"family name",P5056,"patronym or matronym for this person",Q5,human,0.3536585365853659,0.000341497,212,444,0.00012077334544052726,model,2.0494924545288087,1,165,75,4,16
Q101352,classes,"family name",P106,occupation,Q5,human,0.22699386503067484,0.000101483,63,100,0.000023035930477858292,model,2.0494924545288087,1,165,75,4,17
Q101352,classes,"family name",P921,"main subject",Q13433827,"encyclopedia article",0.05128205128205127,0.000238404,148,164,0.00001222582553647831,model,2.0494924545288087,1,165,75,4,18
Q101352,classes,"family name",P1412,"languages spoken, written or signed",Q5,human,0.16417910447761197,0.0000451034,28,39,0.000007405033095208627,model,2.0494924545288087,1,165,75,4,19
Q101352,classes,"family name",P50,author,Q13442814,"scholarly article",0.6410256410256409,0.0000112758,7,32,0.000007228106313796296,model,2.0494924545288087,1,165,75,4,20
Q1021645,classes,"office building",P159,"headquarters location",Q4830453,business,0.08366533864541832,0.0232794,115,136,0.001947674887494556,model,0.042663081487019854,0,140,100,4,1
Q1021645,classes,"office building",P108,employer,Q5,human,0.694915254237288,0.00182186,9,50,0.001266039936869553,model,0.042663081487019854,0,140,100,4,2
Q1021645,classes,"office building",P159,"headquarters location",Q327333,"government agency",0.11340206185567013,0.00870445,43,54,0.0009871029675695983,model,0.042663081487019854,0,140,100,4,3
Q1021645,classes,"office building",P20,"place of death",Q5,human,0.80327868852459,0.00121457,6,55,0.0009756421318112429,model,0.042663081487019854,0,140,100,4,4
Q1021645,classes,"office building",P195,collection,Q3305213,painting,0.84375,0.00101215,5,59,0.0008539979757085021,model,0.042663081487019854,0,140,100,4,5
Q1021645,classes,"office building",P276,location,Q3305213,painting,0.84375,0.00101215,5,59,0.0008539979757085021,model,0.042663081487019854,0,140,100,4,6
Q1021645,classes,"office building",P159,"headquarters location",Q891723,"public company",0.07843137254901963,0.00951417,47,55,0.0007462094149400654,model,0.042663081487019854,0,140,100,4,7
Q1021645,classes,"office building",P2789,"connects with",Q122252281,"Fukuoka City Municipal Road",0.27272727272727276,0.00242915,12,21,0.0006624953993375047,model,0.042663081487019854,0,140,100,4,8
Q1021645,classes,"office building",P840,"narrative location",Q21191270,"television series episode",0.9605263157894739,0.000607287,3,149,0.0005833155763903688,model,0.042663081487019854,0,140,100,4,9
Q1021645,classes,"office building",P69,"educated at",Q5,human,0.9368421052631581,0.000607287,3,92,0.0005689324525889625,model,0.042663081487019854,0,140,100,4,10
Q1021645,classes,"office building",P159,"headquarters location",Q43229,organization,0.06818181818181816,0.00829959,41,47,0.0005658814869341183,model,0.042663081487019854,0,140,100,4,11
Q1021645,classes,"office building",P915,"filming location",Q24862,"short film",0.25,0.00182186,9,15,0.0004554655870445344,model,0.042663081487019854,0,140,100,4,12
Q1021645,classes,"office building",P2789,"connects with",Q11592384,"nicknames of the streets in Fukuoka City",0.11627906976744189,0.00384615,19,24,0.00044722719141323804,model,0.042663081487019854,0,140,100,4,13
Q1021645,classes,"office building",P2789,"connects with",Q116213874,"municipal arterial class A street",0.13513513513513517,0.00323887,16,21,0.0004376846482109641,model,0.042663081487019854,0,140,100,4,14
Q1021645,classes,"office building",P937,"work location",Q5,human,0.16129032258064518,0.00263158,13,18,0.0004244482173174873,model,0.042663081487019854,0,140,100,4,15
Q1021645,classes,"office building",P2789,"connects with",Q116213903,"municipal arterial class B street",0.18518518518518517,0.00222672,11,16,0.0004123556755135702,model,0.042663081487019854,0,140,100,4,16
Q1021645,classes,"office building",P361,"part of",Q41176,building,0.20000000000000004,0.00202429,10,15,0.0004048582995951418,model,0.042663081487019854,0,140,100,4,17
Q1021645,classes,"office building",P361,"part of",Q1021645,"office building",0.20000000000000004,0.00202429,10,15,0.0004048582995951418,model,0.042663081487019854,0,140,100,4,18
Q1021645,classes,"office building",P276,location,Q860861,sculpture,0.05,0.00769231,38,42,0.00038461538461538467,model,0.042663081487019854,0,140,100,4,19
Q1021645,classes,"office building",P915,"filming location",Q5398426,"television series",0.42857142857142844,0.000809717,4,10,0.0003470213996529785,model,0.042663081487019854,0,140,100,4,20
Q102356,classes,brigade,P361,"part of",Q6382533,battalion,0.5098039215686274,0.0269687,50,154,0.013748757323857266,model,0.03403648535410563,0,49,100,4,1
Q102356,classes,brigade,P361,"part of",Q176799,"military unit",0.3303964757709251,0.0409924,76,151,0.013543760603338895,model,0.03403648535410563,0,49,100,4,2
Q102356,classes,brigade,P7779,"military unit",Q5,human,0.23008849557522126,0.0469256,87,139,0.010797032963885787,model,0.03403648535410563,0,49,100,4,3
Q102356,classes,brigade,P598,"commander of (DEPRECATED)",Q5,human,0.10192837465564743,0.087918,163,200,0.008961340382346564,model,0.03403648535410563,0,49,100,4,4
Q102356,classes,brigade,P749,"parent organization",Q6382533,battalion,0.5,0.00809062,15,45,0.0040453074433656954,model,0.03403648535410563,0,49,100,4,5
Q102356,classes,brigade,P749,"parent organization",Q52371,regiment,0.45833333333333337,0.00701187,13,35,0.0032137720244516366,model,0.03403648535410563,0,49,100,4,6
Q102356,classes,brigade,P361,"part of",Q52371,regiment,0.23076923076923078,0.0134844,25,40,0.003111774956435151,model,0.03403648535410563,0,49,100,4,7
Q102356,classes,brigade,P361,"part of",Q61685580,"WOP post",0.5121951219512195,0.00539374,10,31,0.002762648985713158,model,0.03403648535410563,0,49,100,4,8
Q102356,classes,brigade,P108,employer,Q5,human,0.5862068965517241,0.00323625,6,23,0.0018971096975783951,model,0.03403648535410563,0,49,100,4,9
Q102356,classes,brigade,P937,"work location",Q5,human,0.8461538461538463,0.00161812,3,36,0.0013691809808314664,model,0.03403648535410563,0,49,100,4,10
Q102356,classes,brigade,P749,"parent organization",Q10358588,"infantry regiment",0.23809523809523808,0.00431499,8,13,0.001027379668156367,model,0.03403648535410563,0,49,100,4,11
Q102356,classes,brigade,P749,"parent organization",Q176799,"military unit",0.11111111111111109,0.00647249,12,15,0.0007191657677094569,model,0.03403648535410563,0,49,100,4,12
Q102356,classes,brigade,P361,"part of",Q1195942,"fire station",0.9230769230769226,0.000539374,1,25,0.0004978839930296238,model,0.03403648535410563,0,49,100,4,13
Q102356,classes,brigade,P466,occupant,Q1195942,"fire station",0.8571428571428575,0.000539374,1,13,0.0004623208506703654,model,0.03403648535410563,0,49,100,4,14
